,text,score
12844,a meeting of glisten shareholders to vote on the bid will be held on march   ,0.0
12845,a replay will be available until october in the following numbers   us callers    617     non us callers    20 8427   access code   5401   ,0.0
12846,about   of this came from aspo chemicals     from aspo shipping and   from aspo systems   ,0.0
12847,about   of evraz group shares are owned by lanebrook   whose beneficiaries   on the one hand   are millhouse   the holding company for the assets of billionaire roman abramovich and his business partners     and evraz executives alexander abramov and alexander frolov     on the other   ,0.0
12848,aker yards finland will begin using chinese subcontractors at its finnish shipyards   ,0.0
12849,finnish food industry company l  nnen tehtaat is planning changes to its fish product business   ,0.0
12850,according to business media reports   usmanov planned to transfer his megafon stake to the state controlled svyazinvest   in exchange for a stake in the merged rostelecom   ,0.0
12851,according to gallup food and farm facts   beef consumption totaled 99mn kilos in finland in   ,0.0
12852,according to the company   a decision in the issue will be made in the summer of   at the earliest   and in the summer of   at the latest   ,0.0
12853,according to the finnish russian chamber of commerce   all the major construction companies of finland are operating in russia   ,0.0
12854,according to the notification   the holdings of ameriprice inc  and its group companies are now in total 973 shares   which represent 582   of tekla    s shares and voting rights   ,0.0
12855,after the sale   savcor group ltd will comprise savcor a a corporate function and an investment in cencorp corporation   ,0.0
12856,ahlstrom  s share is quoted on the nasdaq omx helsinki   ,0.0
12857,ahlstrom  s share is quoted on the nasdaq omx helsinki   ,0.0
12858,all yit capital markets day materials will be available on the company  s internet site at www yitgroup com investors at 30 on september   ,0.0
12859,alma media holds   of this company   the remaining shares being owned by the company  s key employees   ,0.0
12860,almost the entire office building will be occupied by metso   ,0.0
12861,also the development of online businesses will continue   ,0.0
12862,as a part of the agreement employees from the john deere forestry documentation functions will transfer to dokumentori oy   ,0.0
12863,as an alternative to the share exchange   panostaja offers a full cash consideration at the value of 27 euro   7 per share   ,0.0
12864,at 00 eet alma media  s annual report for is scheduled to be published in calendar week   ,0.0
12865,at end august   sampo was nordea  s biggest shareholder with a 6   stake   followed by the state with 9     ,0.0
12866,at first   solteq  s services to companies operating in the st  petersburg area will include maintenance and material management systems and data collection solutions   ,0.0
12867,autotank group is part of aspo  s systems division   ,0.0
12868,before fki   john jiang has worked in several general manager or senior business consultant positions for international companies in china   ,0.0
12869,bids or offers include at least 000 shares and the value of the shares must correspond to at least eur4    ,0.0
12870,capman said the deal  s effect on its cash flow for totals eur3  m   but the transaction would not affect its financial results for as it was executed at fair value   ,0.0
12871,catalysts segment includes refinery catalysts and polyolefin catalysts product categories   ,0.0
12872,componenta is a metal sector company with international operations and production plants located in finland   the netherlands   sweden and turkey   ,0.0
12873,consisting of seven interconnected units   mega image  s logistics center will be metres in length and metres in height   ,0.0
12874,construction work on the helsinki music centre is to start this autumn   with the total cost of the project estimated at million euros   ,0.0
12875,copyright afx news and afx financial news logo are registered trademarks of afx news limited ,0.0
12876,cramo   headquartered in vantaa   finland   rents construction machinery and equipment   as well as rents and sells modular space   ,0.0
12877,currency conversions are based on exchange rates at the time of the deal   ,0.0
12878,currently the terminator lures are produced in a subcontract facility in mexico but the manufacturing will be transferred to rapala  s factory in shenzhen   china   ,0.0
12879,destia oy is a finnish infrastructure and construction service company building   maintaining and designing traffic routes   industrial and traffic environments   but also complete living environments   ,0.0
12880,digia will also set up two subsidiaries   digia norway as and digia usa inc    ,0.0
12881,each share is entitled to one vote   ,0.0
12882,each year the dividend is deducted from the subscription price   ,0.0
12883,earnings per share eps amounted to eur0    ,0.0
12884,elcoteq has a global network of after market service sites which have a long experience in serving consumer electronics and systems solutions customers   ,0.0
12885,elcoteq se is listed on the nasdaq omx helsinki ltd    ,0.0
12886,electronic versions require 48 hours as each copy is customized to the client with digital controls and custom watermarks   ,0.0
12887,elisa corporation will disclose its financial statements for on thursday   february   ,0.0
12888,erkki jarvinen   president of rautakirja and the head of the sanoma trade division   will leave his current tasks in spring for a similar position outside the sanoma group   ,0.0
12889,ethanol would be made from barley   and production could start in   ,0.0
12890,exel composites in brief exel composites is a technology company which designs   manufactures and markets composite profiles and tubes for industrial applications   ,0.0
12891,exel is headquartered in mantyharju in finland   ,0.0
12892,fancy dans on the move fab glasgow gift and interiors store fancy dans is moving   ,0.0
12893,financial statements include the consolidated financial statements of the group   the board of directors   report   the auditors   report and the corporate governance statement   ,0.0
12894,financialwire tm is not a press release service   and receives no compensation for its news   opinions or distributions   ,0.0
12895,finnish bank of   land will launch its long term pension savings account at the beginning of june   ,0.0
12896,finnish sampo rosenlew manufactures approximately seven forest machines monthly   and about half of machines are exported   ,0.0
12897,finnlines has six ships under construction in china with deliveries scheduled between the first quarter of and the final quarter of   ,0.0
12898,finnlines will announce in week of what measures it will take to tackle the situation   ,0.0
12899,following the issue   the new shares will constitute percent of the firm  s capital   ,0.0
12900,founded in   finnair is one of the world  s oldest airlines and flies to destinations with a fleet of aircraft   employing 500 people   ,0.0
12901,glaston  s share gla1v is listed on the nasdaq omx helsinki   mid cap list   ,0.0
12902,grounds for the notification   tiimari plc 30 issued capital convertible loan allocation decision by the board on 31   ,0.0
12903,gypsii service supports ten different languages including korean and russian   ,0.0
12904,he confirmed his view on july   ,0.0
12905,however   the offering will probably not be made at the current valuation   which partly derives from the deal in which the company was merged into a stock market shell   ,0.0
12906,huhtamaki oyj stock exchange release   9 at 32 huhtamaki  s capital markets day for institutional investors and analysts is held in espoo   september   starting at 30 pm finnish time   ,0.0
12907,if honkarakenne starts production there   it will need a partner for sawmill operations   ,0.0
12908,in addition to the tulikivi corporation   he is also currently a member of the board of the following companies   altia corporation   j  rvi suomen portti osuuskunta   osuuskunta kpy   profile vehicles oy and voimatel oy   ,0.0
12909,in future   the plant will focus on the production of flange profiles for wind farm towers   ,0.0
12910,incap corporation stock exchange announcement april at p m  invitation to a news conference on incap  s interim repo q1 incap will publish its interim report for january march on wednesday   may   ,0.0
12911,ionphase  s second major owner is venture capital firm aura capital   ,0.0
12912,iso omena is based in the matinkyla district of the southern part of the city of espoo   southern finland   ,0.0
12913,itg  s share in the deal is estimated at some 000 euro   000   ,0.0
12914,its customers include local companies slo oy   kiilto oy   toptronics oy   normark suomi oy   pellonpaja oy and mansner oy   ,0.0
12915,jensen   njastein and mike critch   the head of dovre north america business unit   will report to toivola   ,0.0
12916,kemira   headquartered in helsinki   finland   is an international chemicals group comprising the business areas kemira pulp   paper   kemira water   kemira specialty and kemira coatings   ,0.0
12917,kemira  s partner in the project is st  petersburg water works   ,0.0
12918,kone is listed on the nordic exchange in helsinki   ,0.0
12919,l t is operative in finland   sweden   latvia   russia and norway   ,0.0
12920,latvia  s stockmann shopping mall is a subsidiary of finland  s stockmann plc    ,0.0
12921,leed is an internationally recognized green building certification system   developed by the u s  green building council   ,0.0
12922,china unicom   nyse   chu   hkse     and shse     the second largest mobile carrier in the country   ,0.0
12923,metsa botnia will finance the payment of dividends   the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the uruguay operations   and shares in pohjolan voima   and by utilising its existing financing facilities   ,0.0
12924,metso  s delivery will include a complete coated board line with related air systems and two winders   ,0.0
12925,most of the dividend will go to the grimaldi family   ,0.0
12926,neste shipping is the most likely to remain finnish as the oil sector and its transports are significant for emergency supply   ,0.0
12927,net investment income ,0.0
12928,no compensation for its news   opinions or distributions   ,0.0
12929,no financial details were disclosed   ,0.0
12930,of the company  s net sales     was acquired in finland     in other european countries     in asia   and   in the us   ,0.0
12931,officials did not disclose the contract value   ,0.0
12932,otherwise the situation is under control   ,0.0
12933,our customers come from the following countries   uk   usa   spain   france   italy   germany   china   hong kong   sweden   norway   netherlands   austria   belgium   switzerland   czech republic   finland   canada   russia   ukraine   denmark   ireland   south korea and liechtenstein   ,0.0
12934,our customers come from the following countries   uk   usa   spain   france   italy   germany   china   sweden   norway   netherlands   austria   belgium   switzerland   czech republic   serbia   finland   canada   russia   ukraine   portugal   denmark   ireland   south korea   estonia and liechtenstein   ,0.0
12935,paychex has more than offices serving approximately 000 payroll clients nationwide as of may     ,0.0
12936,payment of shares shall be effected on subscription   ,0.0
12937,pcs digital guatemala has been using tecnomen  s prepaid system in telgua fixed networks as well as code division multiple access   or cdma   and global system for mobile communication   or gsm   since   ,0.0
12938,poyry is a global consulting and engineering firm focusing on the energy   forest industry and infrastructure   environment sectors   ,0.0
12939,production is scheduled to start by the end of april   ,0.0
12940,published by globes online   israel business news   www globes online com   on november      copyright of globes publisher itonut ltd  ,0.0
12941,ramirent finland is the domestic unit of machinery rental company ramirent oyj hel   rmr1v   ,0.0
12942,raute is listed on the nordic exchange in helsinki   ,0.0
12943,registration is required   ,0.0
12944,related links   flexiblebaseloadoperation thewartsila32generating set gasconversions this is the shorter of two versions of this press release   ,0.0
12945,rosendal at outotec com eila paatela   vice president   corporate communications tel   20 2004    400 e mail eila   ,0.0
12946,runway visual range is a calculated assessment of the distance that a pilot can see down a runway   ,0.0
12947,salcomp  s charger manufacturing plant in india is located in the nokia telecom park in the state of tamil nadu   in the eastern part of india   ,0.0
12948,saunalahti is a part of the elisa group   ,0.0
12949,says brian burton   head of it security   vodafone uk   ,0.0
12950,seller is the finnish elcoteq group   the largest european electronics manufacturing services company   ,0.0
12951,solteq plc announcement 12 share repurchase 12 in the helsinki stock exchange solteq plc now holds a total of 969 shares including the shares repurchased on 12   ,0.0
12952,some of the most recent technology deliveries include refinery technology to anrak aluminium   an iron ore pelletizing plant to tata steel and iron ore sintering plants to bhushan steel   ,0.0
12953,srv will also build an aqua park with wellness area   a restaurant and a multifunctional ice arena   ,0.0
12954,ssh communications security corporation is headquartered in helsinki   finland   ,0.0
12955,ssh communications security corporation is headquartered in helsinki   finland   ,0.0
12956,steek   which was set up in   is based in bordeaux   southwestern france   ,0.0
12957,stockmann plc company announcement february     at 40 an annual summary of stockmann  s stock exchange and financial press releases in is available on the company  s website at the address www stockmann com   ,0.0
12958,sullivan said some of the boards    really involve a lot of work   and people should get paid for their time      ,0.0
12959,suomen paikallissanomat oy is part of alma media group and it currently publishes local newspapers across finland   ,0.0
12960,talvivaara is listed on the london stock exchange main market and nasdaq omx helsinki and is included in the ftse index   ,0.0
12961,tecnotree  s convergent charging solution includes functionality for prepaid and post paid billing   charging and rating of voice calls   video calls and raw data traffic for both mobile and fixed networks   ,0.0
12962,teleste has some offices worldwide and is listed on the nordic exchange in helsinki   ,0.0
12963,teleste was set up in and is divided into broadband cable networks and video networks business areas   ,0.0
12964,the passenger ferry will have dimensions of m length overall   m length between perpendiculars   70 m breadth and 55 m design draught   ,0.0
12965,the acquisition does not have to be from the frozen foods or fish sector   as long as it has synergies with l  nnen tehtaat  s other businesses   ,0.0
12966,the acquisition price was not disclosed   ,0.0
12967,the aforementioned shareholders have informed that they will propose to the annual general meeting that the number of members of the board of directors shall be five and that besides the present members of the board of directors also mr lassi noponen shall be elected to the board of directors   ,0.0
12968,the aim of the ceo  s q a sessions is to give further clarity on information   which has been made public already earlier   ,0.0
12969,the board of directors was authorized to decide on other terms of the share issue   ,0.0
12970,the bridge will be 2 km long and is located between anasmotet by the road e20 and the new traffic junction in marieholm by the road e45   ,0.0
12971,the buildings   with about condominiums each   will be built in or stages   ,0.0
12972,the business area has operations in finland   sweden   denmark   estonia   latvia and lithuania   ,0.0
12973,the capital structure of solidium may be complemented by other financial instruments in the future   ,0.0
12974,the company has some employees and an annual turnover of eur65  m  vaahto group is listed on the nordic exchange in helsinki   ,0.0
12975,the company is also seeking possibilities to relocate the luumaki personnel   some people   to other upm mills   ,0.0
12976,the company offers payroll services   including payroll processing   payroll tax administration   and employee pay services   including direct deposit   check signing   and readychex   ,0.0
12977,the company operates its business through two reportable segments   including banking and investment services   and non life insurance   ,0.0
12978,the company  s board of directors has proposed a dividend of eur0  per share for   ,0.0
12979,the company  s board of directors will propose a dividend of eur 14 for at the annual general meeting   ,0.0
12980,the company  s plant in russia will continue to make tyres for its near markets   while the plant in nokia in finland will manufacture tyres for other markets   ,0.0
12981,the company  s share is listed in the mid cap segment of the nasdaq omx helsinki   ,0.0
12982,the company  s share is quoted on nasdaq omx helsinki rautaruukki oyj   rtrks   ,0.0
12983,the company then said it will focus its resources on clinical research   ,0.0
12984,the company turnover amounted to meur 9 in   ,0.0
12985,the company website is www ahlstrom com   ,0.0
12986,the company will be part of teleste  s video and broadband solutions business area   ,0.0
12987,the company will publish its financial statement for on february     ,0.0
12988,the company will release its results on february   ,0.0
12989,the continued operations mean the structure after the restructuring of the aspocomp group including aspocomp oulu and the headquarter operations   ,0.0
12990,the contract covers turnkey deliveries to all five airports operated by the authority    john f kennedy   laguardia   newark   teterboro and stewart international   ,0.0
12991,the contract includes heating plant equipment and associated installation work   ,0.0
12992,the contract involves refurbishing the bathrooms of units as well as re plumbing their water and sewer pipes   ,0.0
12993,the cost of the deal could range from million to million euros depending on the financial results of the two companies in   the statement says   ,0.0
12994,the cranes would be installed onboard two freighters ordered by singaporean ship owner masterbulk   ,0.0
12995,the customers will have an access to integrated propeller and gear packages from one source   ,0.0
12996,the deal is subject to approval by the norwegian competition authorities   ,0.0
12997,the deal means that ten persons in three countries will transfer to tieto   ,0.0
12998,the deal will have no significant effect on the acquiring company  s equity ratio   ,0.0
12999,the deliveries are scheduled for the summer and autumn of   ,0.0
13000,the development of the technological park   which will specialize in telecommunications and information technologies   is part of the state program for the formation of technoparks for hi tech sectors in russia   ,0.0
13001,the e commerce site and flagship will be managed by marimekko north america retail llc   a subsidiary established in the u s  last year   ,0.0
13002,the final price will be specified by may   the acquiring company said   ,0.0
13003,the firm  s uk head office is in rugby road   lutterworth   ,0.0
13004,the first group of customers to be trained will be paint shop owners and their assistants   ,0.0
13005,the first stage of the contract covers stores and cash registers   ,0.0
13006,the fish content of the nuggets is     and the fish comes from canada and finland   ,0.0
13007,the following information was released by comptel   tomorrow the chairman of the federal communications commission is scheduled to deliver the national broadband plan to congress   ,0.0
13008,the front surfaces of these valve plates are directed towards each other   ,0.0
13009,the inaugural speech will be given by hannu kyrolainen   finland  s ambassador to the czech republic   ,0.0
13010,the increase range will vary up to     ,0.0
13011,the internal revenue service sees about percent of all taxpayers wait until the last two weeks to file   with about million returns filed in april   ,0.0
13012,the latest date for registration is on april     ,0.0
13013,the line will run fully underground and will comprise stations which will be executed in two implementation stages   ,0.0
13014,the mall will be financed on a parity basis by pearl plaza llc   the joint venture company established by the chinese investor shanghai industrial investment holdings co ltd   and srv group   ,0.0
13015,the maximum amount of the capital loan will be eur30m and the minimum subscription    eur10    ,0.0
13016,the maximum number of new shares to be offered is million   ,0.0
13017,the measures taken will cause one time costs during the final part of   ,0.0
13018,the mill will have capacity to produce 000 tonnes of pulp per year   ,0.0
13019,the money will be spread mainly over and   the company said   ,0.0
13020,the natural source of isoprene is the tree species hevea brasiliensis   also known as the rubber tree   ,0.0
13021,the new majority owners of aspocomp thailand co    ltd are certain private persons belonging to immediate circle of aspocomp  s present joint venture partner   saha pathana inter holding plc    ,0.0
13022,the new organization consists of two business units   charging   messaging and finance   administration   ,0.0
13023,the new sepa cads will replace finnish bank cards   ,0.0
13024,the order comprises all production lines for a plywood mill   company said in a statement received by lesprom network   ,0.0
13025,the order comprises four ball mills   which will be organized in two different streams for treating ore in the pilanesberg platinum mine   ,0.0
13026,the order includes a new crecent former   headbox   and reel   ,0.0
13027,the output of the contracts totals mwe   ,0.0
13028,the parties have agreed not to disclose the price of the deal   the group said in a press release   ,0.0
13029,the parties have agreed not to disclose the transaction value   ,0.0
13030,the payment date is march     ,0.0
13031,the platform is based built on intel s second generation mid platform   called moorestown   ,0.0
13032,the price of the 000 kroon par value bonds was 51 kroons in the primary issue   ,0.0
13033,the proposal by the board of directors on the issuance of option rights will otherwise correspond to the proposal by the board of directors in the notice to the general meeting   ,0.0
13034,the purchase sum is about eur 10mn us  97 mn   ,0.0
13035,the report examines the medical equipment business structure and operations   history and products   and provides an analysis of its key medical equipment revenue lines   ,0.0
13036,the sale of savcor face to cencorp will result in a profit or loss which can not yet be determined   owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates   ,0.0
13037,the sale will be finalized in september or october   the company said   ,0.0
13038,the share capital of alma media corporation business id 4 is eur 767 80 and it is divided into 612 shares   ,0.0
13039,the shares subscribed for under the stock options were registered in the trade register on january   as of which date the new shares will establish shareholder rights   ,0.0
13040,the ship unloader is totally enclosed along the entire conveying line to the storage facilities   ,0.0
13041,the site will cover over six hectares   ,0.0
13042,their offering also covers localisation services related to production transfer to the finnish company  s customers that already have production in asian market or have made the decision to transfer production there   ,0.0
13043,they both will report to oriola kd  s chief executive officer eero hautaniemi   ,0.0
13044,this release is not an offer of securities for sale into the united states or elsewhere   ,0.0
13045,tieto in latvia is represented by it services companies tietoenator alise and tietoenator   which has operations in the industries of financial services cards   retail and logistics and it outsourcing and managed services   ,0.0
13046,together with latvia   cramo will operate rental outlets in the baltic states   ,0.0
13047,two other sites will be included later on   ,0.0
13048,under a preliminary estimation   the technology park will measure about 000 square meters   ,0.0
13049,upon completion of the sale proha would get some usd12  m for its stake in artemis   ,0.0
13050,valga lihatoostus markets its products under the maks   moorits trademark   ,0.0
13051,we know that it exists      artemyev said   ,0.0
13052,we offer our customers solutions based on renewable raw materials   ,0.0
13053,when dialing in   the participants should quote as conference id   ,0.0
13054,work on the assignment has already started and is due for completion in spring   ,0.0
13055,yvonne jones is owner of chameleon interiors   ,0.0
13056,zao yit moskovia builds housing in moscow and its surrounding cities   ,0.0
13057,finnish printed circuit boards   pcbs   maker aspocomp group oyj said on december   it named henry gilchrist senior vice president of the group  s asian operations   as of january     ,0.0
13058,  nordic infrastructure construction is one of our strategic growth areas   ,0.0
13059,  sanoma is a buyer not a target     he said   ,0.0
13060,   after the transaction   tikkurila has no powder coatings related operations      the company said   ,0.0
13061,   if you need malware removal tools   type the url of your vendor of choice directly into the browser bar and use links on their website      wrote trend micro  s rik ferguson on monday   ,0.0
13062,   it wo n t happen overnight   ,0.0
13063,   printed fabrics and related design expertise have always been the core of marimekko  s business and brand   ,0.0
13064,   serving customers locally is one of the cornerstones of customer focus for us   ,0.0
13065,   we know there are some of our own people out there      ,0.0
13066,  lemiste city is the environment for a knowledge based economy providing work for 300 people with the total turnover of its companies amounting to eek 4 bn      said   lo p  rnits   chairman of the supervisory board of   lemiste city and mainor   ,0.0
13067, november   finnish paints and coatings company tikkurila oyj   hel   tik1v   said today that finnish state owned investment company solidium oy sold its 7   stake in the company for a total of eur98m   ,0.0
13068, january   scandinavian lenders sampo bank   hel   samas     pohjola bank   hel   poh1s   and svenska handelsbanken   sto   shb a   have provided a eur160m   usd213m   line of credit to lemminkainen oyj   hel   lem1s     the finnish construction firm said on friday   ,0.0
13069,a coker crane will be supplied to tesoro corporation  s golden eagle refinery in martinez   california   while a similar crane will be delivered to bp  s castell refinery in spain   ,0.0
13070,a few employees would remain at the oulu plant in support functions for other group units   ,0.0
13071,a huge issue for us is the button placement   ,0.0
13072,a merger between upm and finnish swedish stora enso is not likely either   ,0.0
13073,a paper mill in the central maine town of madison soon will have a new owner   ,0.0
13074,a total   of the order value was booked in the fourth quarter of and the remainder will be booked in the second quarter of   ,0.0
13075,finnish kemira group  s ceo   lasse kurkilahti   says the group  s structural reorganisation will continue for at least a year   ,0.0
13076,local government commissioner of   m  l   kurt svensson   says he will contact the management of finnish company componenta to find out if there are any alternatives to the company  s decision to close down its plant in   m  l   ,0.0
13077,according to finnish fim bank   alpro  s price would be around eur 100mn 150mn   ,0.0
13078,according to hk ruokatalo   almost all the meat used by the company comes from finland   ,0.0
13079,activities range from the development of natural resources to the retailed marketing of finished products   ,0.0
13080,additionally   information on business segments   competitors and future outlook are provided   ,0.0
13081,additionally   the company will use the solutions to automate the preparation of financial statements according to ifrs standard   ,0.0
13082,affecto has participated in the program for the development of the norwegian pension system since   ,0.0
13083,affectogenimap builds highly customised it solutions for its customers in finland and the baltic countries   ,0.0
13084,after april cencorp will not have any own employees in the territory   ,0.0
13085,after the restructuring   upm  s average paper machine capacity in europe will be 000 tons   000 short tons   in coated magazine paper and 000 tons   000 short tons   in coated fine paper   ,0.0
13086,after the transaction   m real will own   in metsa botnia and upm        ,0.0
13087,after the transaction   tikkurila has no powder coatings related operations   ,0.0
13088,ahlstrom corporation stock exchange announcement 4 ahlstrom corporation will publish its first quarter financial results on friday   april   approximately at 30 a m  finnish time   ,0.0
13089,alexandria   va    march    jaakko vilo of turku   finland   has developed a panel press   ,0.0
13090,alma media corporation press release march   tyrv    n sanomat purchase confirmed the business operations of tyrv    n sanomat oy will be transferred to suomen paikallissanomat oy   ,0.0
13091,altogether capman employs approximately people in helsinki   stockholm   copenhagen   oslo   moscow and luxembourg   ,0.0
13092,altona stated that the private company of altona chairman kevin maloney   tulla resources   would take up its entitlement in full   ,0.0
13093,an earn out payment of up to 0 mln euro     3 mln   can also be paid depending on intellibis financial performance in   ,0.0
13094,an eu law on the issue may be introduced around   ,0.0
13095,another firm air liquide was exempted because it left the market in   ,0.0
13096,apartments of yit home may be purchased in regions of russia   where yit subsidiaries carry out their activities   moscow and moscow region   st  petersburg   ekaterinburg   kazan and rostov on don   ,0.0
13097,arena partners oy is a development company for electronic business   ,0.0
13098,as of july     the market cap segments will be updated according to the average price in may   ,0.0
13099,as part of the agreement   aspocomp will also give meadville a pct slice of a subsidiary operating in oulu   finland   ,0.0
13100,as part of the reorganization   kauko telko ltd will be divided into telko ltd   leipurin ltd   hamina terminal services ltd and kaukomarkkinat ltd    ,0.0
13101,aspo  s group structure and business operations are continually developed without any predefined schedules   ,0.0
13102,at some point   it will spread also to iran and iraq   ,0.0
13103,at the end of march   the company  s loans amounted to eur 113 mn   ,0.0
13104,at the moment   there are approximately vianor sales offices in russia   ,0.0
13105,barclays plc   lse   barc     nyse   bcs     credit agricole sa   epa   aca     cagr   ,0.0
13106,basware business transactions service enables the customer to receive and send invoices in an electronic format   ,0.0
13107,basware finances the acquisition with a bank loan   ,0.0
13108,basware invoice processing   basware contract matching   basware order matching and basware kpi reporting tool are part of the basware  s enterprise purchase to pay product suite   ,0.0
13109,benefon will turn the salo unit into a b2b business unit and establish a b2c business unit in the uk   ,0.0
13110,berling capital   umo capital and veikko laine are the biggest shareholders in amanda capital   ,0.0
13111,bluewin security is available as a monthly subscription   ,0.0
13112,byline   tim moran cellular phone giant nokia corp  is offering   1 billion for digital map supplier navteq corp    of chicago   ,0.0
13113,capital base and capital adequacy measurement is based on approaches under basel ii   ,0.0
13114,capman   with offices in helsinki   stockholm   copenhagen and oslo   manages nordic buyout   mezzanine   technology   life science and real estate funds with approximately eur2  bn in total capital   ,0.0
13115,capman  s first real estate fund   which had a total investment capacity of   euro   million and closed in june   invested in commercial properties in the helsinki metropolitan area   ,0.0
13116,cardona slowed her vehicle   turned around and returned to the intersection   where she called   ,0.0
13117,cencorp would focus on the development   manufacture and marketing of standard products for production automation   ,0.0
13118,changes to the as built models from the design were communicated to the subcontractors to accommodate them into the steel and grc fabrication process   ,0.0
13119,choose from a giant countdown with red head or rainbow trout    or the giant shad rap in perch color   ,0.0
13120,closing of such transaction took place today   ,0.0
13121,cohen   steers   inc    534 shares representing 985   of the share capital and voting rights   ,0.0
13122,cohen   steers   inc    534 shares representing 985   of the share capital and voting rights   ,0.0
13123,com and possibly also through photo msn   ,0.0
13124,companies evaluated in the report include aladdin   ca   f secure   kaspersky   marshal   mcafee   microsoft   panda   proofpoint   sophos   symantec   trend micro   tumbleweed   and websense   ,0.0
13125,comptel corporation sami ervio president and ceo distribution   nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers to deliver services flexibly and charge them effectively   ,0.0
13126,connectivity services include outsourced scan and capture which transfers paper invoices into electronic format and basware business transactions service enables the customer to receive and send invoices in an electronic format   ,0.0
13127,country     finland sector   construction real estate target   pohjolan design talo oy buyer   capman oyj vendor   ruukki group oyj deal size in usd   6 m type   divestment status   agreed ,0.0
13128,country     switzerland sector   pharmaceuticals target   synosia therapeutics holding ag buyer   biotie therapies corp deal size in usd   4 m type   corporate acquisition financing   all stock status   closed ,0.0
13129,cramo is a service company specialising in construction machinery and equipment rental and rental related services   as well as the rental and sale of modular space   ,0.0
13130,cramo plc is a service company specialising in construction machinery and equipment rental and rental related services   as well as rental and sale of modular space   ,0.0
13131,cs cabot exports   of its production mainly to goodyear   bridgestone and michelin plants in poland   as well as to germany  s michelin or italy  s pirelli through the company  s logistics center in paris   stefan said   ,0.0
13132,danske bank is denmark  s largest bank with 5 million customers   ,0.0
13133,decisions are to be made as quickly as possible   ,0.0
13134,deliveries by outotec will take place over months   ,0.0
13135,deliveries of nokia   nokia and nokia are expected to start in the second quarter of   ,0.0
13136,delivery is due in the second half of   ,0.0
13137,den bosch based tomtom is europe  s largest maker of automotive navigation devices   while cayman islands based garmin is larger in the u s  and overall   ,0.0
13138,depending on the market situation   such projects are sold after to years after completion   ,0.0
13139,during the rally   which was authorized by the city administration   a consulate official came out to the workers   spoke to them and took a letter from them   ,0.0
13140,elcoteq dongguan was established in in the nancheng district of dongguan   china and is one of elcoteq s four volume manufacturing plants in the asia pacific region   ,0.0
13141,elcoteq se stock exchange announcement february   at 00 am   eet   elcoteq will publish its financial statements bulletin on wednesday   february   at 00 am   eet     ,0.0
13142,equipment will be manufactured in vaahto  s workshop in hollola   finland and is scheduled for shipments during the first quarter of   ,0.0
13143,eriikka s  derstr  m has previously held several positions in finance and control at nokia networks including acting as the business group controller and having the corporate controller position at nokia siemens networks   ,0.0
13144,estonia  s agriculture minister helir valdor seeder is in finland on a two day visit   in the course of which he will meet with his finnish counterpart sirkka liisa anttila   ,0.0
13145,eur million of the transaction consideration was paid in the form of four year interest bearing vendor notes   ,0.0
13146,featuring the s60 user interface   this gram model also comes with a 4 inch quarter vga display and megabytes of internal memory   expandable through the micro secure digital slot   ,0.0
13147,feed companies suomen rehu and raisio do no import gmo feed   ,0.0
13148,financial   strategic and operational factors are considered   ,0.0
13149,financial details were n t disclosed   ,0.0
13150,financial terms were not disclosed   ,0.0
13151,financial terms were n t disclosed   ,0.0
13152,finland  s technopolis is planning to bring the first section of a technopark on stream in st  petersburg at the end of   kari mikkonen   vice president of technopolis   told reporters in helsinki   ,0.0
13153,finnish drug distributor and wholesaler oriola kd oyj said on october   it named anne kariniemi vice president of its logistics and sourcing department as of january     ,0.0
13154,finnish investment company neomarkka is the main owner of kuitu finland  s successor   ,0.0
13155,following the move   stora enso holding in newpage will remain unchanged   ,0.0
13156,following the registration   the share capital of biotie is eur 556 10   ,0.0
13157,foodservice and consumer goods markets are served by approximately 000 people in manufacturing units and several sales offices in countries   ,0.0
13158,for the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the trade register   ,0.0
13159,fortum expects its annual capital expenditure in the next four to five years to be within a range of eur 8  billion   as earlier announced   ,0.0
13160,founded in   quatrocon  s clientele consists of public sector builders   central trading companies and major construction firms   ,0.0
13161,f secure internet security is a security service for surfing the web   online banking and shopping   e mail   and other online activities   ,0.0
13162,glaston  s own glass processing unit   tamglass glass processing   is a manufacturer of high quality safety glass products   and operates in finland   ,0.0
13163,glaston  s own glass processing unit   tamglass glass processing   is a manufacturer of high quality safety glass products operating in finland   ,0.0
13164,he is a chartered accountant in british columbia and alberta as well as a certified public accountant in washington state   ,0.0
13165,he joined rautakirja in to lead one of its four business areas and took up the position of president and ceo in   ,0.0
13166,helsinki may   finnish company lemminkainen oyj   hel   lem1s   said today that it will construct an office building at toolonlahti in downtown helsinki   without disclosing financial details   ,0.0
13167,her last position in nokia siemens networks was head of business human resources nsn global it   ,0.0
13168,her present position is the director of stockmann  s international department stores   ,0.0
13169,her work at netapp included strategically repositioning the brand in the category and a major global relaunch   ,0.0
13170,honkarakenne also decided yesterday to sell 500 of its b series shares to key staff members for eur2  per share   ,0.0
13171,honkarakenne also decided yesterday to sell 500 of its b series shares to key staff members for eur 90 per share   ,0.0
